
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     2899     |   2.000   | 5798.000 / 9480.0  |     4      |    4.2998e-11    |               |
|     2900     |   2.000   | 5800.000 / 9480.0  |     3      |    1.9782e-09    |               |
|     2901     |   2.000   | 5802.000 / 9480.0  |     4      |    4.2952e-11    |               |
|     2902     |   2.000   | 5804.000 / 9480.0  |     3      |    2.0478e-09    |               |
|     2903     |   2.000   | 5806.000 / 9480.0  |     4      |    3.1884e-11    |               |
|     2904     |   2.000   | 5808.000 / 9480.0  |     3      |    2.0597e-09    |               |
|     2905     |   2.000   | 5810.000 / 9480.0  |     4      |    3.7597e-11    |               |
|     2906     |   2.000   | 5812.000 / 9480.0  |     3      |    2.0446e-09    |               |
|     2907     |   2.000   | 5814.000 / 9480.0  |     4      |    3.6439e-11    |               |
|     2908     |   2.000   | 5816.000 / 9480.0  |     3      |    2.0525e-09    |               |
|     2909     |   2.000   | 5818.000 / 9480.0  |     4      |    3.7984e-11    |               |
|     2910     |   2.000   | 5820.000 / 9480.0  |     3      |    2.0262e-09    |               |
|     2911     |   2.000   | 5822.000 / 9480.0  |     4      |    3.4653e-11    |               |
|     2912     |   2.000   | 5824.000 / 9480.0  |     3      |    1.9864e-09    |               |
|     2913     |   2.000   | 5826.000 / 9480.0  |     3      |    9.8434e-09    |               |
|     2914     |   2.000   | 5828.000 / 9480.0  |     3      |    2.0852e-09    |               |
|     2915     |   2.000   | 5830.000 / 9480.0  |     3      |    8.7267e-09    |               |
|     2916     |   2.000   | 5832.000 / 9480.0  |     3      |    2.1778e-09    |               |
|     2917     |   2.000   | 5834.000 / 9480.0  |     3      |    7.8985e-09    |               |
|     2918     |   2.000   | 5836.000 / 9480.0  |     3      |    2.2083e-09    |               |
|     2919     |   2.000   | 5838.000 / 9480.0  |     3      |    7.3540e-09    |               |
|     2920     |   2.000   | 5840.000 / 9480.0  |     3      |    2.1505e-09    |               |
|     2921     |   2.000   | 5842.000 / 9480.0  |     3      |    8.5283e-09    |               |
|     2922     |   2.000   | 5844.000 / 9480.0  |     3      |    2.1220e-09    |               |
|     2923     |   2.000   | 5846.000 / 9480.0  |     3      |    8.7519e-09    |               |
|     2924     |   2.000   | 5848.000 / 9480.0  |     3      |    2.1022e-09    |               |
|     2925     |   2.000   | 5850.000 / 9480.0  |     3      |    8.5039e-09    |               |
|     2926     |   2.000   | 5852.000 / 9480.0  |     3      |    2.2302e-09    |               |
|     2927     |   2.000   | 5854.000 / 9480.0  |     3      |    9.2194e-09    |               |
|     2928     |   2.000   | 5856.000 / 9480.0  |     3      |    2.2000e-09    |               |
|     2929     |   2.000   | 5858.000 / 9480.0  |     3      |    9.6995e-09    |               |
|     2930     |   2.000   | 5860.000 / 9480.0  |     3      |    2.1648e-09    |               |
|     2931     |   2.000   | 5862.000 / 9480.0  |     3      |    9.9938e-09    |               |
|     2932     |   2.000   | 5864.000 / 9480.0  |     3      |    2.1434e-09    |               |
|     2933     |   2.000   | 5866.000 / 9480.0  |     4      |    2.8488e-11    |               |
|     2934     |   2.000   | 5868.000 / 9480.0  |     3      |    2.0958e-09    |               |
|     2935     |   2.000   | 5870.000 / 9480.0  |     4      |    2.9119e-11    |               |
|     2936     |   2.000   | 5872.000 / 9480.0  |     3      |    2.0732e-09    |               |
|     2937     |   2.000   | 5874.000 / 9480.0  |     4      |    2.9090e-11    |               |
|     2938     |   2.000   | 5876.000 / 9480.0  |     3      |    2.2189e-09    |               |
|     2939     |   2.000   | 5878.000 / 9480.0  |     4      |    2.8636e-11    |               |
|     2940     |   2.000   | 5880.000 / 9480.0  |     3      |    2.1986e-09    |               |
|     2941     |   2.000   | 5882.000 / 9480.0  |     4      |    2.9849e-11    |               |
|     2942     |   2.000   | 5884.000 / 9480.0  |     3      |    2.1651e-09    |               |
|     2943     |   2.000   | 5886.000 / 9480.0  |     4      |    3.2313e-11    |               |
|     2944     |   2.000   | 5888.000 / 9480.0  |     3      |    2.1382e-09    |               |
|     2945     |   2.000   | 5890.000 / 9480.0  |     4      |    3.3042e-11    |               |
|     2946     |   2.000   | 5892.000 / 9480.0  |     3      |    2.1239e-09    |               |
|     2947     |   2.000   | 5894.000 / 9480.0  |     4      |    3.4043e-11    |               |
|     2948     |   2.000   | 5896.000 / 9480.0  |     3      |    2.1110e-09    |               |
|     2949     |   2.000   | 5898.000 / 9480.0  |     4      |    3.3057e-11    |               |
|     2950     |   2.000   | 5900.000 / 9480.0  |     3      |    2.2779e-09    |               |
|     2951     |   2.000   | 5902.000 / 9480.0  |     4      |    2.9226e-11    |               |
|     2952     |   2.000   | 5904.000 / 9480.0  |     3      |    2.3463e-09    |               |
|     2953     |   2.000   | 5906.000 / 9480.0  |     4      |    2.9627e-11    |               |
|     2954     |   2.000   | 5908.000 / 9480.0  |     3      |    2.3873e-09    |               |
|     2955     |   2.000   | 5910.000 / 9480.0  |     4      |    3.1013e-11    |               |
|     2956     |   2.000   | 5912.000 / 9480.0  |     3      |    2.3202e-09    |               |
|     2957     |   2.000   | 5914.000 / 9480.0  |     4      |    3.2538e-11    |               |
|     2958     |   2.000   | 5916.000 / 9480.0  |     3      |    2.2932e-09    |               |
|     2959     |   2.000   | 5918.000 / 9480.0  |     4      |    3.2975e-11    |               |
|     2960     |   2.000   | 5920.000 / 9480.0  |     3      |    2.2725e-09    |               |
|     2961     |   2.000   | 5922.000 / 9480.0  |     4      |    3.2025e-11    |               |
|     2962     |   2.000   | 5924.000 / 9480.0  |     3      |    2.5253e-09    |               |
|     2963     |   2.000   | 5926.000 / 9480.0  |     4      |    3.0328e-11    |               |
|     2964     |   2.000   | 5928.000 / 9480.0  |     3      |    2.6465e-09    |               |
|     2965     |   2.000   | 5930.000 / 9480.0  |     3      |    9.1773e-09    |               |
|     2966     |   2.000   | 5932.000 / 9480.0  |     3      |    2.7782e-09    |               |
|     2967     |   2.000   | 5934.000 / 9480.0  |     3      |    8.3215e-09    |               |
|     2968     |   2.000   | 5936.000 / 9480.0  |     3      |    2.9020e-09    |               |
|     2969     |   2.000   | 5938.000 / 9480.0  |     3      |    8.9286e-09    |               |
|     2970     |   2.000   | 5940.000 / 9480.0  |     3      |    2.8015e-09    |               |
|     2971     |   2.000   | 5942.000 / 9480.0  |     3      |    9.0569e-09    |               |
|     2972     |   2.000   | 5944.000 / 9480.0  |     3      |    2.8324e-09    |               |
|     2973     |   2.000   | 5946.000 / 9480.0  |     3      |    7.3583e-09    |               |
|     2974     |   2.000   | 5948.000 / 9480.0  |     3      |    3.0742e-09    |               |
|     2975     |   2.000   | 5950.000 / 9480.0  |     3      |    6.8135e-09    |               |
|     2976     |   2.000   | 5952.000 / 9480.0  |     3      |    3.2551e-09    |               |
|     2977     |   2.000   | 5954.000 / 9480.0  |     3      |    6.5987e-09    |               |
|     2978     |   2.000   | 5956.000 / 9480.0  |     3      |    3.0941e-09    |               |
|     2979     |   2.000   | 5958.000 / 9480.0  |     3      |    6.6575e-09    |               |
|     2980     |   2.000   | 5960.000 / 9480.0  |     3      |    3.0860e-09    |               |
|     2981     |   2.000   | 5962.000 / 9480.0  |     3      |    7.1026e-09    |               |
|     2982     |   2.000   | 5964.000 / 9480.0  |     3      |    3.0355e-09    |               |
|     2983     |   2.000   | 5966.000 / 9480.0  |     3      |    7.1919e-09    |               |
|     2984     |   2.000   | 5968.000 / 9480.0  |     3      |    2.9791e-09    |               |
|     2985     |   2.000   | 5970.000 / 9480.0  |     3      |    7.3721e-09    |               |
|     2986     |   2.000   | 5972.000 / 9480.0  |     3      |    2.9189e-09    |               |
|     2987     |   2.000   | 5974.000 / 9480.0  |     3      |    7.5299e-09    |               |
|     2988     |   2.000   | 5976.000 / 9480.0  |     3      |    2.8553e-09    |               |
|     2989     |   2.000   | 5978.000 / 9480.0  |     3      |    7.7803e-09    |               |
|     2990     |   2.000   | 5980.000 / 9480.0  |     3      |    2.8005e-09    |               |
|     2991     |   2.000   | 5982.000 / 9480.0  |     3      |    7.8947e-09    |               |
|     2992     |   2.000   | 5984.000 / 9480.0  |     3      |    2.7580e-09    |               |
|     2993     |   2.000   | 5986.000 / 9480.0  |     3      |    8.1356e-09    |               |
|     2994     |   2.000   | 5988.000 / 9480.0  |     3      |    2.6994e-09    |               |
|     2995     |   2.000   | 5990.000 / 9480.0  |     3      |    8.4108e-09    |               |
|     2996     |   2.000   | 5992.000 / 9480.0  |     3      |    2.6495e-09    |               |
|     2997     |   2.000   | 5994.000 / 9480.0  |     3      |    8.5584e-09    |               |
|     2998     |   2.000   | 5996.000 / 9480.0  |     3      |    2.6640e-09    |               |
|     2999     |   2.000   | 5998.000 / 9480.0  |     3      |    8.2696e-09    |               |
|     3000     |   2.000   | 6000.000 / 9480.0  |     3      |    2.6447e-09    |               |
|     3001     |   2.000   | 6002.000 / 9480.0  |     3      |    8.3758e-09    |               |
|     3002     |   2.000   | 6004.000 / 9480.0  |     3      |    2.6621e-09    |               |
|     3003     |   2.000   | 6006.000 / 9480.0  |     3      |    8.1433e-09    |               |
|     3004     |   2.000   | 6008.000 / 9480.0  |     3      |    2.7035e-09    |               |
|     3005     |   2.000   | 6010.000 / 9480.0  |     3      |    8.4897e-09    |               |
|     3006     |   2.000   | 6012.000 / 9480.0  |     3      |    2.6518e-09    |               |
|     3007     |   2.000   | 6014.000 / 9480.0  |     3      |    8.6542e-09    |               |
|     3008     |   2.000   | 6016.000 / 9480.0  |     3      |    2.6361e-09    |               |
|     3009     |   2.000   | 6018.000 / 9480.0  |     3      |    7.9914e-09    |               |
|     3010     |   2.000   | 6020.000 / 9480.0  |     3      |    2.9572e-09    |               |
|     3011     |   2.000   | 6022.000 / 9480.0  |     3      |    7.2846e-09    |               |
|     3012     |   2.000   | 6024.000 / 9480.0  |     3      |    3.1333e-09    |               |
|     3013     |   2.000   | 6026.000 / 9480.0  |     3      |    6.7527e-09    |               |
|     3014     |   2.000   | 6028.000 / 9480.0  |     3      |    3.3232e-09    |               |
|     3015     |   2.000   | 6030.000 / 9480.0  |     3      |    6.3678e-09    |               |
|     3016     |   2.000   | 6032.000 / 9480.0  |     3      |    3.4456e-09    |               |
|     3017     |   2.000   | 6034.000 / 9480.0  |     3      |    7.3474e-09    |               |
|     3018     |   2.000   | 6036.000 / 9480.0  |     3      |    3.3411e-09    |               |
|     3019     |   2.000   | 6038.000 / 9480.0  |     3      |    7.4311e-09    |               |
|     3020     |   2.000   | 6040.000 / 9480.0  |     3      |    3.3208e-09    |               |
|     3021     |   2.000   | 6042.000 / 9480.0  |     3      |    7.0046e-09    |               |
|     3022     |   2.000   | 6044.000 / 9480.0  |     3      |    3.7348e-09    |               |
|     3023     |   2.000   | 6046.000 / 9480.0  |     3      |    6.7244e-09    |               |
|     3024     |   2.000   | 6048.000 / 9480.0  |     3      |    3.9164e-09    |               |
|     3025     |   2.000   | 6050.000 / 9480.0  |     3      |    7.1473e-09    |               |
|     3026     |   2.000   | 6052.000 / 9480.0  |     3      |    3.8436e-09    |               |
|     3027     |   2.000   | 6054.000 / 9480.0  |     3      |    7.1076e-09    |               |
|     3028     |   2.000   | 6056.000 / 9480.0  |     3      |    3.8272e-09    |               |
|     3029     |   2.000   | 6058.000 / 9480.0  |     3      |    7.4344e-09    |               |
|     3030     |   2.000   | 6060.000 / 9480.0  |     3      |    3.7715e-09    |               |
|     3031     |   2.000   | 6062.000 / 9480.0  |     3      |    7.4722e-09    |               |
|     3032     |   2.000   | 6064.000 / 9480.0  |     3      |    3.7245e-09    |               |
|     3033     |   2.000   | 6066.000 / 9480.0  |     3      |    7.3468e-09    |               |
|     3034     |   2.000   | 6068.000 / 9480.0  |     3      |    4.1995e-09    |               |
|     3035     |   2.000   | 6070.000 / 9480.0  |     3      |    7.1350e-09    |               |
|     3036     |   2.000   | 6072.000 / 9480.0  |     3      |    4.0801e-09    |               |
|     3037     |   2.000   | 6074.000 / 9480.0  |     3      |    7.2942e-09    |               |
|     3038     |   2.000   | 6076.000 / 9480.0  |     3      |    4.1005e-09    |               |
|     3039     |   2.000   | 6078.000 / 9480.0  |     3      |    7.2862e-09    |               |
|     3040     |   2.000   | 6080.000 / 9480.0  |     3      |    4.0450e-09    |               |
|     3041     |   2.000   | 6082.000 / 9480.0  |     3      |    7.4782e-09    |               |
|     3042     |   2.000   | 6084.000 / 9480.0  |     3      |    3.9975e-09    |               |
|     3043     |   2.000   | 6086.000 / 9480.0  |     3      |    7.4917e-09    |               |
|     3044     |   2.000   | 6088.000 / 9480.0  |     3      |    3.9461e-09    |               |
|     3045     |   2.000   | 6090.000 / 9480.0  |     3      |    7.5369e-09    |               |
|     3046     |   2.000   | 6092.000 / 9480.0  |     3      |    3.9516e-09    |               |
|     3047     |   2.000   | 6094.000 / 9480.0  |     3      |    7.6909e-09    |               |
|     3048     |   2.000   | 6096.000 / 9480.0  |     3      |    3.8449e-09    |               |
|     3049     |   2.000   | 6098.000 / 9480.0  |     3      |    7.7936e-09    |               |
|     3050     |   2.000   | 6100.000 / 9480.0  |     3      |    3.7658e-09    |               |
|     3051     |   2.000   | 6102.000 / 9480.0  |     3      |    7.9157e-09    |               |
|     3052     |   2.000   | 6104.000 / 9480.0  |     3      |    3.6896e-09    |               |
|     3053     |   2.000   | 6106.000 / 9480.0  |     3      |    8.0337e-09    |               |
|     3054     |   2.000   | 6108.000 / 9480.0  |     3      |    3.6081e-09    |               |
|     3055     |   2.000   | 6110.000 / 9480.0  |     3      |    8.1559e-09    |               |
|     3056     |   2.000   | 6112.000 / 9480.0  |     3      |    3.5312e-09    |               |
|     3057     |   2.000   | 6114.000 / 9480.0  |     3      |    8.2661e-09    |               |
|     3058     |   2.000   | 6116.000 / 9480.0  |     3      |    3.4557e-09    |               |
|     3059     |   2.000   | 6118.000 / 9480.0  |     3      |    8.4773e-09    |               |
|     3060     |   2.000   | 6120.000 / 9480.0  |     3      |    3.3767e-09    |               |
|     3061     |   2.000   | 6122.000 / 9480.0  |     3      |    8.6537e-09    |               |
|     3062     |   2.000   | 6124.000 / 9480.0  |     3      |    3.3041e-09    |               |
|     3063     |   2.000   | 6126.000 / 9480.0  |     3      |    8.8490e-09    |               |
|     3064     |   2.000   | 6128.000 / 9480.0  |     3      |    3.2400e-09    |               |
|     3065     |   2.000   | 6130.000 / 9480.0  |     3      |    9.0288e-09    |               |
|     3066     |   2.000   | 6132.000 / 9480.0  |     3      |    3.1913e-09    |               |
|     3067     |   2.000   | 6134.000 / 9480.0  |     3      |    9.1234e-09    |               |
|     3068     |   2.000   | 6136.000 / 9480.0  |     3      |    3.1506e-09    |               |
|     3069     |   2.000   | 6138.000 / 9480.0  |     3      |    9.1638e-09    |               |
