
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     265      |   2.000   |  530.000 / 9480.0  |     4      |    2.8086e-10    |               |
|     266      |   2.000   |  532.000 / 9480.0  |     4      |    6.1599e-10    |               |
|     267      |   2.000   |  534.000 / 9480.0  |     4      |    2.8007e-10    |               |
|     268      |   2.000   |  536.000 / 9480.0  |     4      |    6.1302e-10    |               |
|     269      |   2.000   |  538.000 / 9480.0  |     4      |    2.7923e-10    |               |
|     270      |   2.000   |  540.000 / 9480.0  |     4      |    6.0976e-10    |               |
|     271      |   2.000   |  542.000 / 9480.0  |     4      |    2.7849e-10    |               |
|     272      |   2.000   |  544.000 / 9480.0  |     4      |    6.0662e-10    |               |
|     273      |   2.000   |  546.000 / 9480.0  |     4      |    2.7766e-10    |               |
|     274      |   2.000   |  548.000 / 9480.0  |     4      |    6.0357e-10    |               |
|     275      |   2.000   |  550.000 / 9480.0  |     4      |    2.7683e-10    |               |
|     276      |   2.000   |  552.000 / 9480.0  |     4      |    6.0045e-10    |               |
|     277      |   2.000   |  554.000 / 9480.0  |     4      |    2.7602e-10    |               |
|     278      |   2.000   |  556.000 / 9480.0  |     4      |    5.9746e-10    |               |
|     279      |   2.000   |  558.000 / 9480.0  |     4      |    2.7527e-10    |               |
|     280      |   2.000   |  560.000 / 9480.0  |     4      |    5.9444e-10    |               |
|     281      |   2.000   |  562.000 / 9480.0  |     4      |    2.7451e-10    |               |
|     282      |   2.000   |  564.000 / 9480.0  |     4      |    5.9139e-10    |               |
|     283      |   2.000   |  566.000 / 9480.0  |     4      |    2.7369e-10    |               |
|     284      |   2.000   |  568.000 / 9480.0  |     4      |    5.8839e-10    |               |
|     285      |   2.000   |  570.000 / 9480.0  |     4      |    2.7283e-10    |               |
|     286      |   2.000   |  572.000 / 9480.0  |     4      |    5.8526e-10    |               |
|     287      |   2.000   |  574.000 / 9480.0  |     4      |    2.7207e-10    |               |
|     288      |   2.000   |  576.000 / 9480.0  |     4      |    5.8242e-10    |               |
|     289      |   2.000   |  578.000 / 9480.0  |     4      |    2.7124e-10    |               |
|     290      |   2.000   |  580.000 / 9480.0  |     4      |    5.7953e-10    |               |
|     291      |   2.000   |  582.000 / 9480.0  |     4      |    2.7047e-10    |               |
|     292      |   2.000   |  584.000 / 9480.0  |     4      |    5.7655e-10    |               |
|     293      |   2.000   |  586.000 / 9480.0  |     4      |    2.6969e-10    |               |
|     294      |   2.000   |  588.000 / 9480.0  |     4      |    5.7366e-10    |               |
|     295      |   2.000   |  590.000 / 9480.0  |     4      |    2.6895e-10    |               |
|     296      |   2.000   |  592.000 / 9480.0  |     4      |    5.7071e-10    |               |
|     297      |   2.000   |  594.000 / 9480.0  |     4      |    2.6808e-10    |               |
|     298      |   2.000   |  596.000 / 9480.0  |     4      |    5.6779e-10    |               |
|     299      |   2.000   |  598.000 / 9480.0  |     4      |    2.6733e-10    |               |
|     300      |   2.000   |  600.000 / 9480.0  |     4      |    5.6487e-10    |               |
|     301      |   2.000   |  602.000 / 9480.0  |     4      |    2.6650e-10    |               |
|     302      |   2.000   |  604.000 / 9480.0  |     4      |    5.6204e-10    |               |
|     303      |   2.000   |  606.000 / 9480.0  |     4      |    2.6567e-10    |               |
|     304      |   2.000   |  608.000 / 9480.0  |     4      |    5.5914e-10    |               |
|     305      |   2.000   |  610.000 / 9480.0  |     4      |    2.6498e-10    |               |
|     306      |   2.000   |  612.000 / 9480.0  |     4      |    5.5659e-10    |               |
|     307      |   2.000   |  614.000 / 9480.0  |     4      |    2.6407e-10    |               |
|     308      |   2.000   |  616.000 / 9480.0  |     4      |    5.5347e-10    |               |
|     309      |   2.000   |  618.000 / 9480.0  |     4      |    2.6323e-10    |               |
|     310      |   2.000   |  620.000 / 9480.0  |     4      |    5.5060e-10    |               |
|     311      |   2.000   |  622.000 / 9480.0  |     4      |    2.6247e-10    |               |
|     312      |   2.000   |  624.000 / 9480.0  |     4      |    5.4796e-10    |               |
|     313      |   2.000   |  626.000 / 9480.0  |     4      |    2.6162e-10    |               |
|     314      |   2.000   |  628.000 / 9480.0  |     4      |    5.4504e-10    |               |
|     315      |   2.000   |  630.000 / 9480.0  |     4      |    2.6076e-10    |               |
|     316      |   2.000   |  632.000 / 9480.0  |     4      |    5.4213e-10    |               |
|     317      |   2.000   |  634.000 / 9480.0  |     4      |    2.5995e-10    |               |
|     318      |   2.000   |  636.000 / 9480.0  |     4      |    5.3950e-10    |               |
|     319      |   2.000   |  638.000 / 9480.0  |     4      |    2.5921e-10    |               |
|     320      |   2.000   |  640.000 / 9480.0  |     4      |    5.3673e-10    |               |
|     321      |   2.000   |  642.000 / 9480.0  |     4      |    2.5838e-10    |               |
|     322      |   2.000   |  644.000 / 9480.0  |     4      |    5.3402e-10    |               |
|     323      |   2.000   |  646.000 / 9480.0  |     4      |    2.5754e-10    |               |
|     324      |   2.000   |  648.000 / 9480.0  |     4      |    5.3126e-10    |               |
|     325      |   2.000   |  650.000 / 9480.0  |     4      |    2.5671e-10    |               |
|     326      |   2.000   |  652.000 / 9480.0  |     4      |    5.2850e-10    |               |
|     327      |   2.000   |  654.000 / 9480.0  |     4      |    2.5592e-10    |               |
|     328      |   2.000   |  656.000 / 9480.0  |     4      |    5.2589e-10    |               |
|     329      |   2.000   |  658.000 / 9480.0  |     4      |    2.5517e-10    |               |
|     330      |   2.000   |  660.000 / 9480.0  |     4      |    5.2311e-10    |               |
|     331      |   2.000   |  662.000 / 9480.0  |     4      |    2.5432e-10    |               |
|     332      |   2.000   |  664.000 / 9480.0  |     4      |    5.2049e-10    |               |
|     333      |   2.000   |  666.000 / 9480.0  |     4      |    2.5349e-10    |               |
|     334      |   2.000   |  668.000 / 9480.0  |     4      |    5.1768e-10    |               |
|     335      |   2.000   |  670.000 / 9480.0  |     4      |    2.5272e-10    |               |
|     336      |   2.000   |  672.000 / 9480.0  |     4      |    5.1517e-10    |               |
|     337      |   2.000   |  674.000 / 9480.0  |     4      |    2.5195e-10    |               |
|     338      |   2.000   |  676.000 / 9480.0  |     4      |    5.1259e-10    |               |
|     339      |   2.000   |  678.000 / 9480.0  |     4      |    2.5120e-10    |               |
|     340      |   2.000   |  680.000 / 9480.0  |     4      |    5.0999e-10    |               |
|     341      |   2.000   |  682.000 / 9480.0  |     4      |    2.5042e-10    |               |
|     342      |   2.000   |  684.000 / 9480.0  |     4      |    5.0735e-10    |               |
|     343      |   2.000   |  686.000 / 9480.0  |     4      |    2.4965e-10    |               |
|     344      |   2.000   |  688.000 / 9480.0  |     4      |    5.0481e-10    |               |
|     345      |   2.000   |  690.000 / 9480.0  |     4      |    2.4887e-10    |               |
|     346      |   2.000   |  692.000 / 9480.0  |     4      |    5.0222e-10    |               |
|     347      |   2.000   |  694.000 / 9480.0  |     4      |    2.4810e-10    |               |
|     348      |   2.000   |  696.000 / 9480.0  |     4      |    4.9968e-10    |               |
|     349      |   2.000   |  698.000 / 9480.0  |     4      |    2.4736e-10    |               |
|     350      |   2.000   |  700.000 / 9480.0  |     4      |    4.9728e-10    |               |
|     351      |   2.000   |  702.000 / 9480.0  |     4      |    2.4666e-10    |               |
|     352      |   2.000   |  704.000 / 9480.0  |     4      |    4.9488e-10    |               |
|     353      |   2.000   |  706.000 / 9480.0  |     4      |    2.4595e-10    |               |
|     354      |   2.000   |  708.000 / 9480.0  |     4      |    4.9241e-10    |               |
|     355      |   2.000   |  710.000 / 9480.0  |     4      |    2.4519e-10    |               |
|     356      |   2.000   |  712.000 / 9480.0  |     4      |    4.8989e-10    |               |
|     357      |   2.000   |  714.000 / 9480.0  |     4      |    2.4449e-10    |               |
|     358      |   2.000   |  716.000 / 9480.0  |     4      |    4.8750e-10    |               |
|     359      |   2.000   |  718.000 / 9480.0  |     4      |    2.4383e-10    |               |
|     360      |   2.000   |  720.000 / 9480.0  |     4      |    4.8516e-10    |               |
|     361      |   2.000   |  722.000 / 9480.0  |     4      |    2.3829e-10    |               |
|     362      |   2.000   |  724.000 / 9480.0  |     4      |    4.0448e-10    |               |
|     363      |   2.000   |  726.000 / 9480.0  |     4      |    1.8504e-10    |               |
|     364      |   2.000   |  728.000 / 9480.0  |     4      |    2.5922e-10    |               |
|     365      |   2.000   |  730.000 / 9480.0  |     4      |    1.1223e-10    |               |
|     366      |   2.000   |  732.000 / 9480.0  |     4      |    1.4837e-10    |               |
|     367      |   2.000   |  734.000 / 9480.0  |     4      |    6.6714e-11    |               |
|     368      |   2.000   |  736.000 / 9480.0  |     4      |    9.9503e-11    |               |
|     369      |   2.000   |  738.000 / 9480.0  |     4      |    4.6262e-11    |               |
|     370      |   2.000   |  740.000 / 9480.0  |     4      |    2.3790e-10    |               |
|     371      |   2.000   |  742.000 / 9480.0  |     4      |    2.5042e-10    |               |
|     372      |   2.000   |  744.000 / 9480.0  |     4      |    1.9323e-10    |               |
|     373      |   2.000   |  746.000 / 9480.0  |     4      |    1.4724e-10    |               |
|     374      |   2.000   |  748.000 / 9480.0  |     4      |    1.4370e-10    |               |
|     375      |   2.000   |  750.000 / 9480.0  |     4      |    7.0527e-11    |               |
|     376      |   2.000   |  752.000 / 9480.0  |     4      |    1.0113e-10    |               |
|     377      |   2.000   |  754.000 / 9480.0  |     4      |    4.2463e-11    |               |
|     378      |   2.000   |  756.000 / 9480.0  |     4      |    7.8045e-11    |               |
|     379      |   2.000   |  758.000 / 9480.0  |     4      |    3.4329e-11    |               |
|     380      |   2.000   |  760.000 / 9480.0  |     4      |    6.8422e-11    |               |
|     381      |   2.000   |  762.000 / 9480.0  |     4      |    3.1339e-11    |               |
|     382      |   2.000   |  764.000 / 9480.0  |     4      |    6.1507e-11    |               |
|     383      |   2.000   |  766.000 / 9480.0  |     4      |    2.9887e-11    |               |
|     384      |   2.000   |  768.000 / 9480.0  |     4      |    5.7625e-11    |               |
|     385      |   2.000   |  770.000 / 9480.0  |     4      |    2.8984e-11    |               |
|     386      |   2.000   |  772.000 / 9480.0  |     4      |    5.4677e-11    |               |
|     387      |   2.000   |  774.000 / 9480.0  |     4      |    2.8252e-11    |               |
|     388      |   2.000   |  776.000 / 9480.0  |     4      |    5.2315e-11    |               |
|     389      |   2.000   |  778.000 / 9480.0  |     4      |    2.8512e-11    |               |
|     390      |   2.000   |  780.000 / 9480.0  |     4      |    5.0407e-11    |               |
|     391      |   2.000   |  782.000 / 9480.0  |     4      |    3.8394e-11    |               |
|     392      |   2.000   |  784.000 / 9480.0  |     4      |    4.8940e-11    |               |
|     393      |   2.000   |  786.000 / 9480.0  |     4      |    2.8107e-11    |               |
|     394      |   2.000   |  788.000 / 9480.0  |     4      |    4.8902e-11    |               |
|     395      |   2.000   |  790.000 / 9480.0  |     4      |    2.9614e-11    |               |
|     396      |   2.000   |  792.000 / 9480.0  |     4      |    5.1069e-11    |               |
|     397      |   2.000   |  794.000 / 9480.0  |     4      |    3.2401e-11    |               |
|     398      |   2.000   |  796.000 / 9480.0  |     4      |    5.5016e-11    |               |
|     399      |   2.000   |  798.000 / 9480.0  |     4      |    3.6814e-11    |               |
|     400      |   2.000   |  800.000 / 9480.0  |     4      |    6.1759e-11    |               |
|     401      |   2.000   |  802.000 / 9480.0  |     4      |    4.2823e-11    |               |
|     402      |   2.000   |  804.000 / 9480.0  |     4      |    7.1029e-11    |               |
|     403      |   2.000   |  806.000 / 9480.0  |     4      |    5.0571e-11    |               |
|     404      |   2.000   |  808.000 / 9480.0  |     4      |    8.3498e-11    |               |
|     405      |   2.000   |  810.000 / 9480.0  |     4      |    6.1113e-11    |               |
|     406      |   2.000   |  812.000 / 9480.0  |     4      |    1.0157e-10    |               |
|     407      |   2.000   |  814.000 / 9480.0  |     4      |    7.7045e-11    |               |
|     408      |   2.000   |  816.000 / 9480.0  |     4      |    1.2858e-10    |               |
|     409      |   2.000   |  818.000 / 9480.0  |     4      |    1.0089e-10    |               |
|     410      |   2.000   |  820.000 / 9480.0  |     4      |    1.6568e-10    |               |
|     411      |   2.000   |  822.000 / 9480.0  |     4      |    1.3252e-10    |               |
|     412      |   2.000   |  824.000 / 9480.0  |     4      |    2.1131e-10    |               |
|     413      |   2.000   |  826.000 / 9480.0  |     4      |    1.7028e-10    |               |
|     414      |   2.000   |  828.000 / 9480.0  |     4      |    2.6426e-10    |               |
|     415      |   2.000   |  830.000 / 9480.0  |     4      |    2.1333e-10    |               |
|     416      |   2.000   |  832.000 / 9480.0  |     4      |    3.2215e-10    |               |
|     417      |   2.000   |  834.000 / 9480.0  |     4      |    2.5946e-10    |               |
|     418      |   2.000   |  836.000 / 9480.0  |     4      |    3.8071e-10    |               |
|     419      |   2.000   |  838.000 / 9480.0  |     4      |    3.0551e-10    |               |
|     420      |   2.000   |  840.000 / 9480.0  |     4      |    4.3793e-10    |               |
|     421      |   2.000   |  842.000 / 9480.0  |     4      |    3.5100e-10    |               |
|     422      |   2.000   |  844.000 / 9480.0  |     4      |    4.9580e-10    |               |
|     423      |   2.000   |  846.000 / 9480.0  |     4      |    3.9806e-10    |               |
|     424      |   2.000   |  848.000 / 9480.0  |     4      |    5.5673e-10    |               |
|     425      |   2.000   |  850.000 / 9480.0  |     4      |    4.4744e-10    |               |
|     426      |   2.000   |  852.000 / 9480.0  |     4      |    6.2009e-10    |               |
|     427      |   2.000   |  854.000 / 9480.0  |     4      |    4.9869e-10    |               |
|     428      |   2.000   |  856.000 / 9480.0  |     4      |    6.8579e-10    |               |
|     429      |   2.000   |  858.000 / 9480.0  |     4      |    5.5203e-10    |               |
|     430      |   2.000   |  860.000 / 9480.0  |     4      |    7.5107e-10    |               |
|     431      |   2.000   |  862.000 / 9480.0  |     4      |    6.0462e-10    |               |
|     432      |   2.000   |  864.000 / 9480.0  |     4      |    8.1289e-10    |               |
|     433      |   2.000   |  866.000 / 9480.0  |     4      |    6.5486e-10    |               |
|     434      |   2.000   |  868.000 / 9480.0  |     4      |    8.7261e-10    |               |
|     435      |   2.000   |  870.000 / 9480.0  |     4      |    7.0345e-10    |               |
|     436      |   2.000   |  872.000 / 9480.0  |     4      |    9.3816e-10    |               |
|     437      |   2.000   |  874.000 / 9480.0  |     4      |    7.5532e-10    |               |
|     438      |   2.000   |  876.000 / 9480.0  |     4      |    1.0181e-09    |               |
|     439      |   2.000   |  878.000 / 9480.0  |     4      |    8.1695e-10    |               |
|     440      |   2.000   |  880.000 / 9480.0  |     4      |    1.1007e-09    |               |
|     441      |   2.000   |  882.000 / 9480.0  |     4      |    8.8035e-10    |               |
|     442      |   2.000   |  884.000 / 9480.0  |     4      |    1.1763e-09    |               |
|     443      |   2.000   |  886.000 / 9480.0  |     4      |    9.4363e-10    |               |
|     444      |   2.000   |  888.000 / 9480.0  |     4      |    1.2476e-09    |               |
|     445      |   2.000   |  890.000 / 9480.0  |     4      |    1.0049e-09    |               |
|     446      |   2.000   |  892.000 / 9480.0  |     4      |    1.3119e-09    |               |
|     447      |   2.000   |  894.000 / 9480.0  |     4      |    1.0577e-09    |               |
|     448      |   2.000   |  896.000 / 9480.0  |     4      |    1.3649e-09    |               |
|     449      |   2.000   |  898.000 / 9480.0  |     4      |    1.0996e-09    |               |
|     450      |   2.000   |  900.000 / 9480.0  |     4      |    1.4074e-09    |               |
|     451      |   2.000   |  902.000 / 9480.0  |     4      |    1.1327e-09    |               |
|     452      |   2.000   |  904.000 / 9480.0  |     4      |    1.4423e-09    |               |
|     453      |   2.000   |  906.000 / 9480.0  |     4      |    1.1599e-09    |               |
|     454      |   2.000   |  908.000 / 9480.0  |     4      |    1.4712e-09    |               |
|     455      |   2.000   |  910.000 / 9480.0  |     4      |    1.1827e-09    |               |
|     456      |   2.000   |  912.000 / 9480.0  |     4      |    1.4945e-09    |               |
|     457      |   2.000   |  914.000 / 9480.0  |     4      |    1.2013e-09    |               |
|     458      |   2.000   |  916.000 / 9480.0  |     4      |    1.5117e-09    |               |
